file,utterance_id,start_ms,end_ms,bangla,english,ipa_original,ipa_normalized,segments,glosses,notes
synthetic_new_glossed_3.eaf,675,1426427,1428990,[SYN.675] একটি মা কুয়ায় আছে।,One mother is in the well.,mit̪ʔʈɛn ajo d̪ɔ kuɲɾɛ menaa.,mit̪ʔ-ʈɛn ajo d̪ɔ kuɲ-ɾɛ mena-a.,mit̪ʔ-ʈɛn | ajo | d̪ɔ | kuɲ-ɾɛ | mena-a,one-CLF.HUM | mother | TOP | well-LOC | exist-FIN,
synthetic_texts_glossed.eaf,676,1428990,1430823,[SYN.676] বিস্তীর্ণ ভূমিে একটি আমড়া আছে।,There is a hog plum in the wide expanse of land.,bilənɾɛ amɽa menaa.,bilən-ɾɛ amɽa mena-a.,bilən-ɾɛ | amɽa | mena-a,wide.expanse.of-LOC | hog.plum | exist-FIN,
synthetic_dialogues_glossed.eaf,677,1430823,1434440,"[SYN.677] আমি ছবি পাব, কিন্তু খাবার পাব না।","I will get the photo, but do not get the food.",iɲ d̪ɔ pʰɔʈɔ ɲama mɛnkʰan ɟɔmaʔ bɘɲ ɲama.,iɲ d̪ɔ pʰɔʈɔ ɲam-a mɛnkʰan ɟɔmaʔ bɘ-ɲ ɲam-a.,iɲ | d̪ɔ | pʰɔʈɔ | ɲam-a | mɛnkʰan | ɟɔmaʔ | bɘ-ɲ | ɲam-a,1SG | TOP | photo | get-FIN | but | food | NEG-1SG | get-FIN,Synthetic contrast with mɛnkʰan 'but' and NEG marking.
synthetic_bangla_glossed.eaf,678,1434440,1436320,[SYN.678] আমরা রান্না খাব।,We will eat the cooked food.,alɛ d̪ɔ basaŋ ɟɔma.,alɛ d̪ɔ basaŋ ɟɔm-a.,alɛ | d̪ɔ | basaŋ | ɟɔm-a,1PL.EXCL | TOP | cooked.food | eat-FIN,Synthetic transitive finite clause with TOP and FIN labels.
synthetic_see_paradigm.eaf,679,1436320,1437633,[SYN.679] তুমি খাচ্ছ।,You is eating.,amɛm ɟɔmɛd̪a.,am-ɛm ɟɔm-ɛ-d̪a.,am-ɛm | ɟɔm-ɛ-d̪a,2SG-2SG | eat-PROG-FIN,
synthetic_texts_glossed.eaf,680,1437633,1439300,[SYN.680] বয়লারটি ভালো।,The boiler is good.,bʰəʈʰi d̪ɔ mɔ̃ɟa.,bʰəʈʰi d̪ɔ mɔ̃ɟ-a.,bʰəʈʰi | d̪ɔ | mɔ̃ɟ-a,boiler | TOP | good-FIN,
synthetic_new_glossed.eaf,681,1439300,1441487,[SYN.681] আমরা পাঠ পড়েছি।,We have studied the lesson.,alɛ d̪ɔ sikʰnɘt̪ paɽha͡o̯akada.,alɛ d̪ɔ sikʰnɘt̪ paɽha͡o̯-akad-a.,alɛ | d̪ɔ | sikʰnɘt̪ | paɽha͡o̯-akad-a,1PL.EXCL | TOP | lesson | study-PRF-FIN,
synthetic_paradigm_glossed.eaf,682,1441487,1443274,[SYN.682] তোমরা পাঠ পড়েছিলে।,You all studied the lesson.,apɛpɛ sikʰnɘt̪ paɽha͡o̯keda.,apɛ-pɛ sikʰnɘt̪ paɽha͡o̯-ked-a.,apɛ-pɛ | sikʰnɘt̪ | paɽha͡o̯-ked-a,2PL-2PL | lesson | study-PST-FIN,
synthetic_paradigm_glossed.eaf,683,1443274,1444804,[SYN.683] তারা কথা পড়েছিল।,They studied the word.,oŋkoko kat̪ʰa paɽha͡o̯keda.,oŋko-ko kat̪ʰa paɽha͡o̯-ked-a.,oŋko-ko | kat̪ʰa | paɽha͡o̯-ked-a,3PL.ANIM-3PL.ANIM | word | study-PST-FIN,
synthetic_paradigm_glossed.eaf,684,1444804,1446477,[SYN.684] সে বাগান দেখেছিল।,He/she saw the garden.,unii̯ bagan ɲɛlkeda.,uni-i̯ bagan ɲɛl-ked-a.,uni-i̯ | bagan | ɲɛl-ked-a,3SG.ANIM-3SG.ANIM | garden | see-PST-FIN,Synthetic PST-FIN transitive pattern using dictionary/core lexicon.
synthetic_paradigm_glossed.eaf,685,1446477,1448469,[SYN.685] তার হাত পরিষ্কার।,His/her hand is clean.,uniaʔ t̪i d̪ɔ sapʰaa.,uni-aʔ t̪i d̪ɔ sapʰa-a.,uni-aʔ | t̪i | d̪ɔ | sapʰa-a,3SG-GEN | hand | TOP | clean-FIN,Synthetic GEN + TOP clause using pronoun markers from ground truth.
synthetic_texts_glossed.eaf,686,1448469,1450012,[SYN.686] বাসস্থানে একটি ডাক্তার আছে।,There is a doctor in the dwelling place.,basɾɛ ɖak̚t̪aɾ menaa.,bas-ɾɛ ɖak̚t̪aɾ mena-a.,bas-ɾɛ | ɖak̚t̪aɾ | mena-a,dwelling.place-LOC | doctor | exist-FIN,
synthetic_texts_glossed.eaf,687,1450012,1451678,[SYN.687] আঙুরটি পরিষ্কার।,The grape is clean.,aŋguɾ d̪ɔ sapʰaa.,aŋguɾ d̪ɔ sapʰa-a.,aŋguɾ | d̪ɔ | sapʰa-a,grape | TOP | clean-FIN,
synthetic_paradigm_glossed.eaf,688,1451678,1453333,[SYN.688] তুমি মধু খেয়েছিলে।,You ate the honey.,amɛm ɲɛlɛɾasa ɟɔmkeda.,am-ɛm ɲɛlɛɾasa ɟɔm-ked-a.,am-ɛm | ɲɛlɛɾasa | ɟɔm-ked-a,2SG-2SG | honey | eat-PST-FIN,
synthetic_texts_glossed.eaf,689,1453333,1455015,[SYN.689] মাফ (হাতঢাকা)টি পরিষ্কার।,The muff is clean.,bembʰa d̪ɔ sapʰaa.,bembʰa d̪ɔ sapʰa-a.,bembʰa | d̪ɔ | sapʰa-a,muff | TOP | clean-FIN,Synthetic TOP + adjectival-FIN clause following layout A/B labels.
synthetic_texts_glossed.eaf,690,1455015,1456831,[SYN.690] ভেড়ার বাচ্চাটি আনন্দের।,The lamb is happy.,bʰiɖi hɔpɔn d̪ɔ ɾɘskɘa.,bʰiɖi hɔpɔn d̪ɔ ɾɘskɘ-a.,bʰiɖi hɔpɔn | d̪ɔ | ɾɘskɘ-a,lamb | TOP | happy-FIN,
synthetic_new_glossed_3.eaf,691,1456831,1459227,[SYN.691] একটি ভাই গ্রামে আছে।,One brother is in the village.,mit̪ʔʈɛn baɾet d̪ɔ at̪oɾɛ menaa.,mit̪ʔ-ʈɛn baɾet d̪ɔ at̪o-ɾɛ mena-a.,mit̪ʔ-ʈɛn | baɾet | d̪ɔ | at̪o-ɾɛ | mena-a,one-CLF.HUM | brother | TOP | village-LOC | exist-FIN,
synthetic_school_dialogue_glossed.eaf,692,1459227,1461974,[SYN.692] আজ তোমরা কথা লিখে শহরে খেলবে।,"Today, you all write the word and then play in the town.",t̪eheɲɾɛ apɛ kat̪ʰa ɔlɔʔkat̪ɛ sɔhɔɽɾɛ gat̪ea.,t̪eheɲ-ɾɛ apɛ kat̪ʰa ɔlɔʔ-kat̪ɛ sɔhɔɽ-ɾɛ gat̪e-a.,t̪eheɲ-ɾɛ | apɛ | kat̪ʰa | ɔlɔʔ-kat̪ɛ | sɔhɔɽ-ɾɛ | gat̪e-a,today-LOC | 2PL | word | write-CVB | town-LOC | play-FIN,
synthetic_new_glossed.eaf,693,1461974,1463880,[SYN.693] আমি মধু খেয়েছি।,I have eaten the honey.,iɲ d̪ɔ ɲɛlɛɾasa ɟɔmakada.,iɲ d̪ɔ ɲɛlɛɾasa ɟɔm-akad-a.,iɲ | d̪ɔ | ɲɛlɛɾasa | ɟɔm-akad-a,1SG | TOP | honey | eat-PRF-FIN,
synthetic_paradigm_glossed.eaf,694,1463880,1465920,[SYN.694] তোমার গ্রাম গুরুত্বপূর্ণ।,Your village is important.,amaʔ at̪o d̪ɔ ɟɘɾuɽa.,am-aʔ at̪o d̪ɔ ɟɘɾuɽ-a.,am-aʔ | at̪o | d̪ɔ | ɟɘɾuɽ-a,2SG-GEN | village | TOP | important-FIN,
synthetic_see_paradigm.eaf,695,1465920,1468272,[SYN.695] তারা পানি পান করবে না।,They do not drink the water.,oŋko d̪ɔ d̪aʔ bako ɲua.,oŋko d̪ɔ d̪aʔ ba-ko ɲu-a.,oŋko | d̪ɔ | d̪aʔ | ba-ko | ɲu-a,3PL.ANIM | TOP | water | NEG-3PL.ANIM | drink-FIN,
synthetic_new_glossed.eaf,696,1468272,1470237,[SYN.696] তোমরা বাবা সাহায্য করেছ।,You all have helped the father.,apɛ d̪ɔ baba gɔɽɔakada.,apɛ d̪ɔ baba gɔɽɔ-akad-a.,apɛ | d̪ɔ | baba | gɔɽɔ-akad-a,2PL | TOP | father | help-PRF-FIN,
synthetic_new_glossed_3.eaf,697,1470237,1472587,[SYN.697] একটি ছবি কুয়ায় আছে।,One photo is in the well.,mit̪ʔ pʰɔʈɔ d̪ɔ kuɲɾɛ menaa.,mit̪ʔ pʰɔʈɔ d̪ɔ kuɲ-ɾɛ mena-a.,mit̪ʔ | pʰɔʈɔ | d̪ɔ | kuɲ-ɾɛ | mena-a,one | photo | TOP | well-LOC | exist-FIN,
synthetic_texts_glossed.eaf,698,1472587,1474317,[SYN.698] বাসস্থানে একটি পেট ব্যথা আছে।,There is a gripes in the residence.,basaɾɛ bɛɾõʈ duk menaa.,basa-ɾɛ bɛɾõʈ duk mena-a.,basa-ɾɛ | bɛɾõʈ duk | mena-a,residence-LOC | gripes | exist-FIN,
synthetic_bangla_glossed.eaf,699,1474317,1477186,[SYN.699] আমরা অভ্যাস ও অশান্তি দেখব।,We will see the habit and the unrest.,alɛ d̪ɔ bʰəsi aɾ bɛtʰiɾ ɲɛla.,alɛ d̪ɔ bʰəsi aɾ bɛtʰiɾ ɲɛl-a.,alɛ | d̪ɔ | bʰəsi | aɾ | bɛtʰiɾ | ɲɛl-a,1PL.EXCL | TOP | habit | and | unrest | see-FIN,Synthetic coordination with aɾ 'and'.
synthetic_texts_glossed.eaf,700,1477186,1478757,[SYN.700] অংশীদারটি ভালো।,The partner is good.,bʰəgiə̯ɾi d̪ɔ mɔ̃ɟa.,bʰəgiə̯ɾi d̪ɔ mɔ̃ɟ-a.,bʰəgiə̯ɾi | d̪ɔ | mɔ̃ɟ-a,partner | TOP | good-FIN,
synthetic_texts_glossed.eaf,701,1478757,1480273,[SYN.701] হাতটি গুরুত্বপূর্ণ।,The hand is important.,t̪i d̪ɔ ɟɘɾuɽa.,t̪i d̪ɔ ɟɘɾuɽ-a.,t̪i | d̪ɔ | ɟɘɾuɽ-a,hand | TOP | important-FIN,
synthetic_bangla_glossed.eaf,702,1480273,1482298,[SYN.702] আমরা পানি পান করব।,We will drink the water.,alɛ d̪ɔ d̪aʔ ɲua.,alɛ d̪ɔ d̪aʔ ɲu-a.,alɛ | d̪ɔ | d̪aʔ | ɲu-a,1PL.EXCL | TOP | water | drink-FIN,
synthetic_new_glossed_3.eaf,703,1482298,1484650,[SYN.703] একটি টাকা গ্রামে আছে।,One money is in the village.,mit̪ʔ ʈaka d̪ɔ at̪oɾɛ menaa.,mit̪ʔ ʈaka d̪ɔ at̪o-ɾɛ mena-a.,mit̪ʔ | ʈaka | d̪ɔ | at̪o-ɾɛ | mena-a,one | money | TOP | village-LOC | exist-FIN,
synthetic_texts_glossed.eaf,704,1484650,1486315,[SYN.704] হ্রদটি নতুন।,The lake is new.,ɟɔla d̪ɔ nɔwaa.,ɟɔla d̪ɔ nɔwa-a.,ɟɔla | d̪ɔ | nɔwa-a,lake | TOP | new-FIN,Synthetic TOP + adjectival-FIN clause following layout A/B labels.
synthetic_bangla_glossed.eaf,705,1486315,1489059,[SYN.705] আমি ঔষধ ও মাছ কিনব।,I will buy the medicine and the fish.,iɲ d̪ɔ ɾan aɾ haku kiɾiɲa.,iɲ d̪ɔ ɾan aɾ haku kiɾiɲ-a.,iɲ | d̪ɔ | ɾan | aɾ | haku | kiɾiɲ-a,1SG | TOP | medicine | and | fish | buy-FIN,
synthetic_bangla_glossed.eaf,706,1489059,1491820,[SYN.706] তোমরা ঘড়ি ও মোবাইল ফোন কিনবে।,You all will buy the watch and the mobile phone.,apɛ d̪ɔ gʰuɽi aɾ mɔbaĭl pʰon kiɾiɲa.,apɛ d̪ɔ gʰuɽi aɾ mɔbaĭl pʰon kiɾiɲ-a.,apɛ | d̪ɔ | gʰuɽi | aɾ | mɔbaĭl pʰon | kiɾiɲ-a,2PL | TOP | watch | and | mobile.phone | buy-FIN,Synthetic coordination with aɾ 'and'.
synthetic_school_dialogue_glossed.eaf,707,1491820,1494577,[SYN.707] সকালে সে ভাষা লিখে বাড়িতে যাবে।,"In the morning, he/she write the language and then go to the house.",sɛt̪aʔɾɛ uni pɘɾsi ɔlɔʔkat̪ɛ ɔɽaʔɾɛ calaʔa.,sɛt̪aʔ-ɾɛ uni pɘɾsi ɔlɔʔ-kat̪ɛ ɔɽaʔ-ɾɛ calaʔ-a.,sɛt̪aʔ-ɾɛ | uni | pɘɾsi | ɔlɔʔ-kat̪ɛ | ɔɽaʔ-ɾɛ | calaʔ-a,morning-LOC | 3SG.ANIM | language | write-CVB | house-LOC | go-FIN,
synthetic_texts_glossed.eaf,708,1494577,1496214,[SYN.708] ছোট কুঠারটি গুরুত্বপূর্ণ।,The small adze is important.,bəslə d̪ɔ ɟɘɾuɽa.,bəslə d̪ɔ ɟɘɾuɽ-a.,bəslə | d̪ɔ | ɟɘɾuɽ-a,small.adze | TOP | important-FIN,
synthetic_bangla_glossed.eaf,709,1496214,1499021,[SYN.709] তুমি মোবাইল ফোন ও ঘড়ি কিনবে।,You will buy the mobile phone and the watch.,am d̪ɔ mɔbaĭl pʰon aɾ gʰuɽi kiɾiɲa.,am d̪ɔ mɔbaĭl pʰon aɾ gʰuɽi kiɾiɲ-a.,am | d̪ɔ | mɔbaĭl pʰon | aɾ | gʰuɽi | kiɾiɲ-a,2SG | TOP | mobile.phone | and | watch | buy-FIN,
synthetic_texts_glossed.eaf,710,1499021,1500625,[SYN.710] কাঠের খুঁটিটি পরিষ্কার।,The wooden pin is clean.,bʰaɲd͡ʒ kʰuɳʈi d̪ɔ sapʰaa.,bʰaɲd͡ʒ kʰuɳʈi d̪ɔ sapʰa-a.,bʰaɲd͡ʒ kʰuɳʈi | d̪ɔ | sapʰa-a,wooden.pin | TOP | clean-FIN,
synthetic_texts_glossed.eaf,711,1500625,1502167,[SYN.711] বাবাটি আনন্দের।,The father is happy.,baba d̪ɔ ɾɘskɘa.,baba d̪ɔ ɾɘskɘ-a.,baba | d̪ɔ | ɾɘskɘ-a,father | TOP | happy-FIN,
synthetic_see_paradigm.eaf,712,1502167,1504726,[SYN.712] তুমি মধু খাবে না।,You do not eat the honey.,am d̪ɔ ɲɛlɛɾasa bam ɟɔma.,am d̪ɔ ɲɛlɛɾasa ba-m ɟɔm-a.,am | d̪ɔ | ɲɛlɛɾasa | ba-m | ɟɔm-a,2SG | TOP | honey | NEG-2SG | eat-FIN,
synthetic_new_glossed.eaf,713,1504726,1506807,[SYN.713] আমি ভাষা বলেছি।,I have spoken the language.,iɲ d̪ɔ pɘɾsi ɾɔɽakada.,iɲ d̪ɔ pɘɾsi ɾɔɽ-akad-a.,iɲ | d̪ɔ | pɘɾsi | ɾɔɽ-akad-a,1SG | TOP | language | speak-PRF-FIN,
synthetic_new_glossed_3.eaf,714,1506807,1509099,[SYN.714] একটি মোবাইল ফোন শহরে আছে।,One mobile phone is in the town.,mit̪ʔ mɔbaĭl pʰon d̪ɔ sɔhɔɽɾɛ menaa.,mit̪ʔ mɔbaĭl pʰon d̪ɔ sɔhɔɽ-ɾɛ mena-a.,mit̪ʔ | mɔbaĭl pʰon | d̪ɔ | sɔhɔɽ-ɾɛ | mena-a,one | mobile.phone | TOP | town-LOC | exist-FIN,
synthetic_new_glossed.eaf,715,1509099,1511228,[SYN.715] তোমরা মাছ বিক্রি করেছ।,You all have sold the fish.,apɛ d̪ɔ haku ɘkʰɾiɲakada.,apɛ d̪ɔ haku ɘkʰɾiɲ-akad-a.,apɛ | d̪ɔ | haku | ɘkʰɾiɲ-akad-a,2PL | TOP | fish | sell-PRF-FIN,
synthetic_school_dialogue_glossed.eaf,716,1511228,1513915,[SYN.716] গতকাল সে বেশ্যা দেখে হ্রদে যাবে।,"Yesterday, he/she see the harlot and then go to the lake.",hɔlaɾɛ uni bət͡ʃkəɾ ɲɛlkat̪ɛ ɟɔlaɾɛ calaʔa.,hɔla-ɾɛ uni bət͡ʃkəɾ ɲɛl-kat̪ɛ ɟɔla-ɾɛ calaʔ-a.,hɔla-ɾɛ | uni | bət͡ʃkəɾ | ɲɛl-kat̪ɛ | ɟɔla-ɾɛ | calaʔ-a,yesterday-LOC | 3SG.ANIM | harlot | see-CVB | lake-LOC | go-FIN,
synthetic_texts_glossed.eaf,717,1513915,1515426,[SYN.717] পাড়াে একটি টাকা আছে।,There is a money in the neighbourhood.,aɖe paseɾɛ ʈaka menaa.,aɖe pase-ɾɛ ʈaka mena-a.,aɖe pase-ɾɛ | ʈaka | mena-a,neighbourhood-LOC | money | exist-FIN,
synthetic_school_dialogue_glossed.eaf,718,1515426,1518134,[SYN.718] সকালে আমি কথা লিখে হ্রদে যাব।,"In the morning, I write the word and then go to the lake.",sɛt̪aʔɾɛ iɲ kat̪ʰa ɔlɔʔkat̪ɛ ɟɔlaɾɛ calaʔa.,sɛt̪aʔ-ɾɛ iɲ kat̪ʰa ɔlɔʔ-kat̪ɛ ɟɔla-ɾɛ calaʔ-a.,sɛt̪aʔ-ɾɛ | iɲ | kat̪ʰa | ɔlɔʔ-kat̪ɛ | ɟɔla-ɾɛ | calaʔ-a,morning-LOC | 1SG | word | write-CVB | lake-LOC | go-FIN,Synthetic sequential CVB clause with -kat̪ɛ.
synthetic_texts_glossed.eaf,719,1518134,1519783,[SYN.719] ইংল্যান্ডে একটি হ্রদ আছে।,There is a lake in the england.,bilətɾɛ ɟɔla menaa.,bilət-ɾɛ ɟɔla mena-a.,bilət-ɾɛ | ɟɔla | mena-a,england-LOC | lake | exist-FIN,
synthetic_school_dialogue_glossed.eaf,720,1519783,1522594,[SYN.720] আজ আমি খাবার কিনে কুয়ায় কাজ করব।,"Today, I buy the food and then work in the well.",t̪eheɲɾɛ iɲ ɟɔmaʔ kiɾiɲkat̪ɛ kuɲɾɛ kɘmia.,t̪eheɲ-ɾɛ iɲ ɟɔmaʔ kiɾiɲ-kat̪ɛ kuɲ-ɾɛ kɘmi-a.,t̪eheɲ-ɾɛ | iɲ | ɟɔmaʔ | kiɾiɲ-kat̪ɛ | kuɲ-ɾɛ | kɘmi-a,today-LOC | 1SG | food | buy-CVB | well-LOC | work-FIN,Synthetic sequential CVB clause with -kat̪ɛ.
synthetic_texts_glossed.eaf,721,1522594,1524214,[SYN.721] চুক্তিটি গুরুত্বপূর্ণ।,The contract is important.,bandʰɔn d̪ɔ ɟɘɾuɽa.,bandʰɔn d̪ɔ ɟɘɾuɽ-a.,bandʰɔn | d̪ɔ | ɟɘɾuɽ-a,contract | TOP | important-FIN,
synthetic_paradigm_glossed.eaf,722,1524214,1525827,[SYN.722] তারা মা সাহায্য করেছিল।,They helped the mother.,oŋkoko gɔgɔ gɔɽɔkeda.,oŋko-ko gɔgɔ gɔɽɔ-ked-a.,oŋko-ko | gɔgɔ | gɔɽɔ-ked-a,3PL.ANIM-3PL.ANIM | mother | help-PST-FIN,
synthetic_new_glossed.eaf,723,1525827,1527717,[SYN.723] আমরা মোবাইল ফোন কিনেছি।,We have bought the mobile phone.,alɛ d̪ɔ mɔbaĭl pʰon kiɾiɲakada.,alɛ d̪ɔ mɔbaĭl pʰon kiɾiɲ-akad-a.,alɛ | d̪ɔ | mɔbaĭl pʰon | kiɾiɲ-akad-a,1PL.EXCL | TOP | mobile.phone | buy-PRF-FIN,
synthetic_texts_glossed.eaf,724,1527717,1529240,[SYN.724] নিকটবর্তী এলাকাে একটি অভ্যাস আছে।,There is a habit in the vicinity.,aɖe ʈolaɾɛ bʰəsi menaa.,aɖe ʈola-ɾɛ bʰəsi mena-a.,aɖe ʈola-ɾɛ | bʰəsi | mena-a,vicinity-LOC | habit | exist-FIN,
synthetic_texts_glossed.eaf,725,1529240,1530843,[SYN.725] তুলার গাছটি ভালো।,The cotton plant is good.,bʰoga kaskɔm d̪ɔ mɔ̃ɟa.,bʰoga kaskɔm d̪ɔ mɔ̃ɟ-a.,bʰoga kaskɔm | d̪ɔ | mɔ̃ɟ-a,cotton.plant | TOP | good-FIN,
synthetic_texts_glossed.eaf,726,1530843,1532645,[SYN.726] বাড়িতে একটি আখড়া আছে।,There is a gathering in the house.,ɔɽaʔɾɛ akʰɾa menaa.,ɔɽaʔ-ɾɛ akʰɾa mena-a.,ɔɽaʔ-ɾɛ | akʰɾa | mena-a,house-LOC | gathering | exist-FIN,Synthetic LOC + exist-FIN clause matching mena-a patterns.
synthetic_see_paradigm.eaf,727,1532645,1534021,[SYN.727] তোমরা বসছ।,You all are sitting.,apɛpɛ d̪uɽup̚ʔɛd̪a.,apɛ-pɛ d̪uɽup̚ʔ-ɛ-d̪a.,apɛ-pɛ | d̪uɽup̚ʔ-ɛ-d̪a,2PL-2PL | sit-PROG-FIN,
synthetic_paradigm_glossed.eaf,728,1534021,1535979,[SYN.728] তোমাদের সময় নতুন।,Your time is new.,apɛaʔ ɔkt̪ɛ d̪ɔ nɔwaa.,apɛ-aʔ ɔkt̪ɛ d̪ɔ nɔwa-a.,apɛ-aʔ | ɔkt̪ɛ | d̪ɔ | nɔwa-a,2PL-GEN | time | TOP | new-FIN,
synthetic_new_glossed_3.eaf,729,1535979,1538260,[SYN.729] একটি জারজ কুয়ায় আছে।,One bastard is in the well.,mit̪ʔʈɛn bidʰuə̯ d̪ɔ kuɲɾɛ menaa.,mit̪ʔ-ʈɛn bidʰuə̯ d̪ɔ kuɲ-ɾɛ mena-a.,mit̪ʔ-ʈɛn | bidʰuə̯ | d̪ɔ | kuɲ-ɾɛ | mena-a,one-CLF.HUM | bastard | TOP | well-LOC | exist-FIN,
synthetic_see_paradigm.eaf,730,1538260,1540648,[SYN.730] তুমি কথা বলবে না।,You do not speak the word.,am d̪ɔ kat̪ʰa bam ɾɔɽa.,am d̪ɔ kat̪ʰa ba-m ɾɔɽ-a.,am | d̪ɔ | kat̪ʰa | ba-m | ɾɔɽ-a,2SG | TOP | word | NEG-2SG | speak-FIN,
synthetic_paradigm_glossed.eaf,731,1540648,1542230,[SYN.731] তুমি ঘড়ি বিক্রি করেছিলে।,You sold the watch.,amɛm gʰuɽi ɘkʰɾiɲkeda.,am-ɛm gʰuɽi ɘkʰɾiɲ-ked-a.,am-ɛm | gʰuɽi | ɘkʰɾiɲ-ked-a,2SG-2SG | watch | sell-PST-FIN,
synthetic_imperatives_glossed.eaf,732,1542230,1544197,[SYN.732] দয়া করে শহরে আসো।,Please come to the town.,d̪a.ja kat̪ɛ sɔhɔɽɾɛ hiɟuʔmɛ.,d̪a.ja kat̪ɛ sɔhɔɽ-ɾɛ hiɟuʔ-mɛ.,d̪a.ja | kat̪ɛ | sɔhɔɽ-ɾɛ | hiɟuʔ-mɛ,please | Manner | town-LOC | come-IMP.2SG.POL,
synthetic_bangla_glossed.eaf,733,1544197,1546307,[SYN.733] তারা কসাই দেখবে।,They will see the butcher.,oŋko d̪ɔ bʰut͡ʃəɽ ɲɛla.,oŋko d̪ɔ bʰut͡ʃəɽ ɲɛl-a.,oŋko | d̪ɔ | bʰut͡ʃəɽ | ɲɛl-a,3PL.ANIM | TOP | butcher | see-FIN,
synthetic_texts_glossed.eaf,734,1546307,1548024,[SYN.734] বিস্তীর্ণ ভূমিে একটি দুধ আছে।,There is a milk in the wide expanse of land.,bilənɾɛ t̪o̯͡a menaa.,bilən-ɾɛ t̪o̯͡a mena-a.,bilən-ɾɛ | t̪o̯͡a | mena-a,wide.expanse.of-LOC | milk | exist-FIN,
synthetic_paradigm_glossed.eaf,735,1548024,1550130,[SYN.735] তাদের আঙুর ভালো।,Their grape is good.,oŋkoaʔ aŋguɾ d̪ɔ mɔ̃ɟa.,oŋko-aʔ aŋguɾ d̪ɔ mɔ̃ɟ-a.,oŋko-aʔ | aŋguɾ | d̪ɔ | mɔ̃ɟ-a,3PL-GEN | grape | TOP | good-FIN,
synthetic_paradigm_glossed.eaf,736,1550130,1552115,[SYN.736] আমাদের পিঁপড়া ছোট।,Our ant is small.,alɛaʔ muc̚ʔ d̪ɔ lɘʈua.,alɛ-aʔ muc̚ʔ d̪ɔ lɘʈu-a.,alɛ-aʔ | muc̚ʔ | d̪ɔ | lɘʈu-a,1PL.EXCL-GEN | ant | TOP | small-FIN,
synthetic_texts_glossed.eaf,737,1552115,1553858,[SYN.737] ভুলটি পরিষ্কার।,The blunder is clean.,bʰul d̪ɔ sapʰaa.,bʰul d̪ɔ sapʰa-a.,bʰul | d̪ɔ | sapʰa-a,blunder | TOP | clean-FIN,
synthetic_paradigm_glossed.eaf,738,1553858,1555492,[SYN.738] সে খাবার খেয়েছিল।,He/she ate the food.,unii̯ ɟɔmaʔ ɟɔmkeda.,uni-i̯ ɟɔmaʔ ɟɔm-ked-a.,uni-i̯ | ɟɔmaʔ | ɟɔm-ked-a,3SG.ANIM-3SG.ANIM | food | eat-PST-FIN,
synthetic_new_glossed.eaf,739,1555492,1557386,[SYN.739] তোমরা ভাষা পড়েছ।,You all have studied the language.,apɛ d̪ɔ pɘɾsi paɽha͡o̯akada.,apɛ d̪ɔ pɘɾsi paɽha͡o̯-akad-a.,apɛ | d̪ɔ | pɘɾsi | paɽha͡o̯-akad-a,2PL | TOP | language | study-PRF-FIN,
synthetic_texts_glossed.eaf,740,1557386,1559087,[SYN.740] অগ্রদূতটি ভালো।,The forerunner is good.,əguə̯daɾ d̪ɔ mɔ̃ɟa.,əguə̯daɾ d̪ɔ mɔ̃ɟ-a.,əguə̯daɾ | d̪ɔ | mɔ̃ɟ-a,forerunner | TOP | good-FIN,
synthetic_paradigm_glossed.eaf,741,1559087,1560797,[SYN.741] তারা ভাষা বলেছিল।,They spoke the language.,oŋkoko pɘɾsi ɾɔɽkeda.,oŋko-ko pɘɾsi ɾɔɽ-ked-a.,oŋko-ko | pɘɾsi | ɾɔɽ-ked-a,3PL.ANIM-3PL.ANIM | language | speak-PST-FIN,
synthetic_texts_glossed.eaf,742,1560797,1562308,[SYN.742] পাটি ভালো।,The foot is good.,kaʈa d̪ɔ mɔ̃ɟa.,kaʈa d̪ɔ mɔ̃ɟ-a.,kaʈa | d̪ɔ | mɔ̃ɟ-a,foot | TOP | good-FIN,
synthetic_paradigm_glossed.eaf,743,1562308,1564334,[SYN.743] তোমার মা ছোট।,Your mother is small.,amaʔ gɔgɔ d̪ɔ lɘʈua.,am-aʔ gɔgɔ d̪ɔ lɘʈu-a.,am-aʔ | gɔgɔ | d̪ɔ | lɘʈu-a,2SG-GEN | mother | TOP | small-FIN,
synthetic_texts_glossed.eaf,744,1564334,1566057,[SYN.744] মাটির জারটি নতুন।,The round jar is new.,bəhni d̪ɔ nɔwaa.,bəhni d̪ɔ nɔwa-a.,bəhni | d̪ɔ | nɔwa-a,round.jar | TOP | new-FIN,
synthetic_see_paradigm.eaf,745,1566057,1568399,[SYN.745] তুমি ওয়ারেন্ট দেখবে না।,You do not see the warrant.,am d̪ɔ aɾoɳʈ bam ɲɛla.,am d̪ɔ aɾoɳʈ ba-m ɲɛl-a.,am | d̪ɔ | aɾoɳʈ | ba-m | ɲɛl-a,2SG | TOP | warrant | NEG-2SG | see-FIN,Synthetic NEG-pronominal marker pattern from the see paradigm.
synthetic_texts_glossed.eaf,746,1568399,1570038,[SYN.746] সময়টি গুরুত্বপূর্ণ।,The time is important.,ɔkt̪ɛ d̪ɔ ɟɘɾuɽa.,ɔkt̪ɛ d̪ɔ ɟɘɾuɽ-a.,ɔkt̪ɛ | d̪ɔ | ɟɘɾuɽ-a,time | TOP | important-FIN,
