file,utterance_id,start_ms,end_ms,bangla,english,ipa_original,ipa_normalized,segments,glosses,notes
synthetic_dialogues_glossed.eaf,4279,9263564,9267073,"[SYN.4279] আমরা ডাক্তার সাহায্য করব, কিন্তু মা সাহায্য করব না।","We will help the doctor, but do not help the mother.",alɛ d̪ɔ ɖak̚t̪aɾ gɔɽɔa mɛnkʰan gɔgɔ balɛ gɔɽɔa.,alɛ d̪ɔ ɖak̚t̪aɾ gɔɽɔ-a mɛnkʰan gɔgɔ ba-lɛ gɔɽɔ-a.,alɛ | d̪ɔ | ɖak̚t̪aɾ | gɔɽɔ-a | mɛnkʰan | gɔgɔ | ba-lɛ | gɔɽɔ-a,1PL.EXCL | TOP | doctor | help-FIN | but | mother | NEG-1PL.EXCL | help-FIN,
synthetic_paradigm_glossed.eaf,4280,9267073,9269206,[SYN.4280] আমাদের কাজ নতুন।,Our work is new.,alɛaʔ kɘmi d̪ɔ nɔwaa.,alɛ-aʔ kɘmi d̪ɔ nɔwa-a.,alɛ-aʔ | kɘmi | d̪ɔ | nɔwa-a,1PL.EXCL-GEN | work | TOP | new-FIN,
synthetic_texts_glossed.eaf,4281,9269206,9270851,[SYN.4281] বাসস্থানে একটি ঢোলের শব্দ আছে।,There is a rattle on drum in the residence.,basaɾɛ beɖo menaa.,basa-ɾɛ beɖo mena-a.,basa-ɾɛ | beɖo | mena-a,residence-LOC | rattle.on.drum | exist-FIN,
synthetic_school_dialogue_glossed.eaf,4282,9270851,9273494,[SYN.4282] আজ তারা রান্না খেয়ে হ্রদে যাবে।,"Today, they eat the cooked food and then go to the lake.",t̪eheɲɾɛ oŋko basaŋ ɟɔmkat̪ɛ ɟɔlaɾɛ calaʔa.,t̪eheɲ-ɾɛ oŋko basaŋ ɟɔm-kat̪ɛ ɟɔla-ɾɛ calaʔ-a.,t̪eheɲ-ɾɛ | oŋko | basaŋ | ɟɔm-kat̪ɛ | ɟɔla-ɾɛ | calaʔ-a,today-LOC | 3PL.ANIM | cooked.food | eat-CVB | lake-LOC | go-FIN,
synthetic_texts_glossed.eaf,4283,9273494,9275174,[SYN.4283] বাড়িতে একটি আচরণ আছে।,There is a behaviour in the house.,ɔɽaʔɾɛ bebɔhaɾ menaa.,ɔɽaʔ-ɾɛ bebɔhaɾ mena-a.,ɔɽaʔ-ɾɛ | bebɔhaɾ | mena-a,house-LOC | behaviour | exist-FIN,
synthetic_texts_glossed.eaf,4284,9275174,9276699,[SYN.4284] বিস্তীর্ণ ভূমিে একটি দুর্যোগ আছে।,There is a calmity in the wide expanse of land.,bilənɾɛ apʰoti menaa.,bilən-ɾɛ apʰoti mena-a.,bilən-ɾɛ | apʰoti | mena-a,wide.expanse.of-LOC | calmity | exist-FIN,
synthetic_dialogues_glossed.eaf,4285,9276699,9280183,"[SYN.4285] সে ব্যাকরণ দেখবে, কিন্তু ঢোলের শব্দ দেখবে না।","He/she will see the grammar, but does not see the rattle on drum.",uni d̪ɔ bejakaɾan ɲɛla mɛnkʰan beɖo bai̯ ɲɛla.,uni d̪ɔ bejakaɾan ɲɛl-a mɛnkʰan beɖo ba-i̯ ɲɛl-a.,uni | d̪ɔ | bejakaɾan | ɲɛl-a | mɛnkʰan | beɖo | ba-i̯ | ɲɛl-a,3SG.ANIM | TOP | grammar | see-FIN | but | rattle.on.drum | NEG-3SG.ANIM | see-FIN,
synthetic_paradigm_glossed.eaf,4286,9280183,9282119,[SYN.4286] তোমাদের বিস্তীর্ণ ভূমি গুরুত্বপূর্ণ।,Your wide expanse of land is important.,apɛaʔ bilən d̪ɔ ɟɘɾuɽa.,apɛ-aʔ bilən d̪ɔ ɟɘɾuɽ-a.,apɛ-aʔ | bilən | d̪ɔ | ɟɘɾuɽ-a,2PL-GEN | wide.expanse.of | TOP | important-FIN,
synthetic_paradigm_glossed.eaf,4287,9282119,9284159,[SYN.4287] তার তুলার গাছ ভালো।,His/her cotton plant is good.,uniaʔ bʰoga kaskɔm d̪ɔ mɔ̃ɟa.,uni-aʔ bʰoga kaskɔm d̪ɔ mɔ̃ɟ-a.,uni-aʔ | bʰoga kaskɔm | d̪ɔ | mɔ̃ɟ-a,3SG-GEN | cotton.plant | TOP | good-FIN,
synthetic_paradigm_glossed.eaf,4288,9284159,9286310,[SYN.4288] তোমার সময় ভালো।,Your time is good.,amaʔ ɔkt̪ɛ d̪ɔ mɔ̃ɟa.,am-aʔ ɔkt̪ɛ d̪ɔ mɔ̃ɟ-a.,am-aʔ | ɔkt̪ɛ | d̪ɔ | mɔ̃ɟ-a,2SG-GEN | time | TOP | good-FIN,
synthetic_paradigm_glossed.eaf,4289,9286310,9288247,[SYN.4289] তাদের কিশোর ছোট।,Their hobbledehoy is small.,oŋkoaʔ bat͡ʃʰɽa koɽa d̪ɔ lɘʈua.,oŋko-aʔ bat͡ʃʰɽa koɽa d̪ɔ lɘʈu-a.,oŋko-aʔ | bat͡ʃʰɽa koɽa | d̪ɔ | lɘʈu-a,3PL-GEN | hobbledehoy | TOP | small-FIN,
synthetic_dialogues_glossed.eaf,4290,9288247,9291577,"[SYN.4290] তুমি পরজীবী উদ্ভিদ দেখবে, কিন্তু জিহ্বা দেখবে না।","You will see the parasitic plant, but do not see the tongue.",am d̪ɔ alagd͡ʒəɽi ɲɛla mɛnkʰan alaŋ bam ɲɛla.,am d̪ɔ alagd͡ʒəɽi ɲɛl-a mɛnkʰan alaŋ ba-m ɲɛl-a.,am | d̪ɔ | alagd͡ʒəɽi | ɲɛl-a | mɛnkʰan | alaŋ | ba-m | ɲɛl-a,2SG | TOP | parasitic.plant | see-FIN | but | tongue | NEG-2SG | see-FIN,
synthetic_paradigm_glossed.eaf,4291,9291577,9293666,[SYN.4291] আমাদের শহর ভালো।,Our town is good.,alɛaʔ sɔhɔɽ d̪ɔ mɔ̃ɟa.,alɛ-aʔ sɔhɔɽ d̪ɔ mɔ̃ɟ-a.,alɛ-aʔ | sɔhɔɽ | d̪ɔ | mɔ̃ɟ-a,1PL.EXCL-GEN | town | TOP | good-FIN,
synthetic_paradigm_glossed.eaf,4292,9293666,9295602,[SYN.4292] আমাদের বিরক্তি ভালো।,Our annoyance is good.,alɛaʔ əɽis d̪ɔ mɔ̃ɟa.,alɛ-aʔ əɽis d̪ɔ mɔ̃ɟ-a.,alɛ-aʔ | əɽis | d̪ɔ | mɔ̃ɟ-a,1PL.EXCL-GEN | annoyance | TOP | good-FIN,
synthetic_texts_glossed.eaf,4293,9295602,9297339,[SYN.4293] গ্রামে একটি বেঁকানো যন্ত্র আছে।,There is a brace for boring in the village.,at̪oɾɛ bʰãoɾa menaa.,at̪o-ɾɛ bʰãoɾa mena-a.,at̪o-ɾɛ | bʰãoɾa | mena-a,village-LOC | brace.for.boring | exist-FIN,
synthetic_texts_glossed.eaf,4294,9297339,9298854,[SYN.4294] আড়ালে একটি কারকীয় ক্রিয়া আছে।,There is a causative inflection in the covert.,ao̯tanɾɛ a menaa.,ao̯tan-ɾɛ a- mena-a.,ao̯tan-ɾɛ | a- | mena-a,covert-LOC | causative.inflection | exist-FIN,
synthetic_see_paradigm.eaf,4295,9298854,9301310,[SYN.4295] তুমি ভাষা দেখবে না।,You do not see the language.,am d̪ɔ bʰaka bam ɲɛla.,am d̪ɔ bʰaka ba-m ɲɛl-a.,am | d̪ɔ | bʰaka | ba-m | ɲɛl-a,2SG | TOP | language | NEG-2SG | see-FIN,Synthetic NEG-pronominal marker pattern from the see paradigm.
synthetic_school_dialogue_glossed.eaf,4296,9301310,9304227,[SYN.4296] সেই সময় তুমি মধু খেয়ে শহরে যাবে।,"At that time, you eat the honey and then go to the town.",ɔkt̪ɛɾɛ am ɲɛlɛɾasa ɟɔmkat̪ɛ sɔhɔɽɾɛ calaʔa.,ɔkt̪ɛ-ɾɛ am ɲɛlɛɾasa ɟɔm-kat̪ɛ sɔhɔɽ-ɾɛ calaʔ-a.,ɔkt̪ɛ-ɾɛ | am | ɲɛlɛɾasa | ɟɔm-kat̪ɛ | sɔhɔɽ-ɾɛ | calaʔ-a,time-LOC | 2SG | honey | eat-CVB | town-LOC | go-FIN,
synthetic_texts_glossed.eaf,4297,9304227,9305766,[SYN.4297] ঘামটি পরিষ্কার।,The perspiration is clean.,balbal d̪ɔ sapʰaa.,balbal d̪ɔ sapʰa-a.,balbal | d̪ɔ | sapʰa-a,perspiration | TOP | clean-FIN,
synthetic_dialogues_glossed.eaf,4298,9305766,9309232,"[SYN.4298] তারা ডাক্তার সাহায্য করবে, কিন্তু মা সাহায্য করবে না।","They will help the doctor, but do not help the mother.",oŋko d̪ɔ ɖak̚t̪aɾ gɔɽɔa mɛnkʰan gɔgɔ bako gɔɽɔa.,oŋko d̪ɔ ɖak̚t̪aɾ gɔɽɔ-a mɛnkʰan gɔgɔ ba-ko gɔɽɔ-a.,oŋko | d̪ɔ | ɖak̚t̪aɾ | gɔɽɔ-a | mɛnkʰan | gɔgɔ | ba-ko | gɔɽɔ-a,3PL.ANIM | TOP | doctor | help-FIN | but | mother | NEG-3PL.ANIM | help-FIN,
synthetic_texts_glossed.eaf,4299,9309232,9311013,[SYN.4299] নিকটবর্তী এলাকাে একটি পরিমাপ আছে।,There is a measure in the vicinity.,aɖe ʈolaɾɛ ae̯ menaa.,aɖe ʈola-ɾɛ ae̯ mena-a.,aɖe ʈola-ɾɛ | ae̯ | mena-a,vicinity-LOC | measure | exist-FIN,
synthetic_texts_glossed.eaf,4300,9311013,9312631,[SYN.4300] ঝুড়িটি ভালো।,The basket is good.,bʰad͡ʒan d̪ɔ mɔ̃ɟa.,bʰad͡ʒan d̪ɔ mɔ̃ɟ-a.,bʰad͡ʒan | d̪ɔ | mɔ̃ɟ-a,basket | TOP | good-FIN,
synthetic_texts_glossed.eaf,4301,9312631,9314411,[SYN.4301] করতালটি পরিষ্কার।,The cymbals is clean.,bad͡ʒna d̪ɔ sapʰaa.,bad͡ʒna d̪ɔ sapʰa-a.,bad͡ʒna | d̪ɔ | sapʰa-a,cymbals | TOP | clean-FIN,
synthetic_paradigm_glossed.eaf,4302,9314411,9316569,[SYN.4302] তোমার বাঘ আনন্দের।,Your tiger is happy.,amaʔ t̪ɘɾup̚ʔ d̪ɔ ɾɘskɘa.,am-aʔ t̪ɘɾup̚ʔ d̪ɔ ɾɘskɘ-a.,am-aʔ | t̪ɘɾup̚ʔ | d̪ɔ | ɾɘskɘ-a,2SG-GEN | tiger | TOP | happy-FIN,
synthetic_school_dialogue_glossed.eaf,4303,9316569,9319187,[SYN.4303] সকালে সে খাবার কিনে গ্রামে যাবে।,"In the morning, he/she buy the food and then go to the village.",sɛt̪aʔɾɛ uni ɟɔmaʔ kiɾiɲkat̪ɛ at̪oɾɛ calaʔa.,sɛt̪aʔ-ɾɛ uni ɟɔmaʔ kiɾiɲ-kat̪ɛ at̪o-ɾɛ calaʔ-a.,sɛt̪aʔ-ɾɛ | uni | ɟɔmaʔ | kiɾiɲ-kat̪ɛ | at̪o-ɾɛ | calaʔ-a,morning-LOC | 3SG.ANIM | food | buy-CVB | village-LOC | go-FIN,Synthetic sequential CVB clause with -kat̪ɛ.
synthetic_texts_glossed.eaf,4304,9319187,9320953,[SYN.4304] এক তোলাটি গুরুত্বপূর্ণ।,The one tola is important.,bʰoɾi d̪ɔ ɟɘɾuɽa.,bʰoɾi d̪ɔ ɟɘɾuɽ-a.,bʰoɾi | d̪ɔ | ɟɘɾuɽ-a,one.tola | TOP | important-FIN,
synthetic_texts_glossed.eaf,4305,9320953,9322790,[SYN.4305] বাসস্থানে একটি ঘড়ি আছে।,There is a watch in the dwelling place.,basɾɛ gʰuɽi menaa.,bas-ɾɛ gʰuɽi mena-a.,bas-ɾɛ | gʰuɽi | mena-a,dwelling.place-LOC | watch | exist-FIN,
synthetic_school_dialogue_glossed.eaf,4306,9322790,9325664,[SYN.4306] সেই সময় তুমি দুধ পান করে শহরে কাজ করবে।,"At that time, you drink the milk and then work in the town.",ɔkt̪ɛɾɛ am t̪o̯͡a ɲukat̪ɛ sɔhɔɽɾɛ kɘmia.,ɔkt̪ɛ-ɾɛ am t̪o̯͡a ɲu-kat̪ɛ sɔhɔɽ-ɾɛ kɘmi-a.,ɔkt̪ɛ-ɾɛ | am | t̪o̯͡a | ɲu-kat̪ɛ | sɔhɔɽ-ɾɛ | kɘmi-a,time-LOC | 2SG | milk | drink-CVB | town-LOC | work-FIN,Synthetic sequential CVB clause with -kat̪ɛ.
synthetic_school_dialogue_glossed.eaf,4307,9325664,9328496,[SYN.4307] আজ আমি বিশ দেখে বাড়িতে কাজ করব।,"Today, I see the twenty and then work in the house.",t̪eheɲɾɛ iɲ baɾ gɛl ɲɛlkat̪ɛ ɔɽaʔɾɛ kɘmia.,t̪eheɲ-ɾɛ iɲ baɾ gɛl ɲɛl-kat̪ɛ ɔɽaʔ-ɾɛ kɘmi-a.,t̪eheɲ-ɾɛ | iɲ | baɾ gɛl | ɲɛl-kat̪ɛ | ɔɽaʔ-ɾɛ | kɘmi-a,today-LOC | 1SG | twenty | see-CVB | house-LOC | work-FIN,Synthetic sequential CVB clause with -kat̪ɛ.
synthetic_texts_glossed.eaf,4308,9328496,9330035,[SYN.4308] আড়ালে একটি সিস্ট টিউমার আছে।,There is a cystic tumour in the covert.,ao̯tanɾɛ batoɾi menaa.,ao̯tan-ɾɛ batoɾi mena-a.,ao̯tan-ɾɛ | batoɾi | mena-a,covert-LOC | cystic.tumour | exist-FIN,Synthetic LOC + exist-FIN clause matching mena-a patterns.
synthetic_school_dialogue_glossed.eaf,4309,9330035,9332878,[SYN.4309] আজ সে ভাষা লিখে বাড়িতে কাজ করবে।,"Today, he/she write the language and then work in the house.",t̪eheɲɾɛ uni pɘɾsi ɔlɔʔkat̪ɛ ɔɽaʔɾɛ kɘmia.,t̪eheɲ-ɾɛ uni pɘɾsi ɔlɔʔ-kat̪ɛ ɔɽaʔ-ɾɛ kɘmi-a.,t̪eheɲ-ɾɛ | uni | pɘɾsi | ɔlɔʔ-kat̪ɛ | ɔɽaʔ-ɾɛ | kɘmi-a,today-LOC | 3SG.ANIM | language | write-CVB | house-LOC | work-FIN,Synthetic sequential CVB clause with -kat̪ɛ.
synthetic_paradigm_glossed.eaf,4310,9332878,9335050,[SYN.4310] তোমার ফোঁপানি নতুন।,Your blubbering is new.,amaʔ beɲ d̪ɔ nɔwaa.,am-aʔ beɲ d̪ɔ nɔwa-a.,am-aʔ | beɲ | d̪ɔ | nɔwa-a,2SG-GEN | blubbering | TOP | new-FIN,
synthetic_bangla_glossed.eaf,4311,9335050,9337695,[SYN.4311] আমরা মাছ ও মোবাইল ফোন কিনব।,We will buy the fish and the mobile phone.,alɛ d̪ɔ haku aɾ mɔbaĭl pʰon kiɾiɲa.,alɛ d̪ɔ haku aɾ mɔbaĭl pʰon kiɾiɲ-a.,alɛ | d̪ɔ | haku | aɾ | mɔbaĭl pʰon | kiɾiɲ-a,1PL.EXCL | TOP | fish | and | mobile.phone | buy-FIN,
synthetic_school_dialogue_glossed.eaf,4312,9337695,9340414,[SYN.4312] আজ সে মোবাইল ফোন কিনে বাড়িতে যাবে।,"Today, he/she buy the mobile phone and then go to the house.",t̪eheɲɾɛ uni mɔbaĭl pʰon kiɾiɲkat̪ɛ ɔɽaʔɾɛ calaʔa.,t̪eheɲ-ɾɛ uni mɔbaĭl pʰon kiɾiɲ-kat̪ɛ ɔɽaʔ-ɾɛ calaʔ-a.,t̪eheɲ-ɾɛ | uni | mɔbaĭl pʰon | kiɾiɲ-kat̪ɛ | ɔɽaʔ-ɾɛ | calaʔ-a,today-LOC | 3SG.ANIM | mobile.phone | buy-CVB | house-LOC | go-FIN,
synthetic_texts_glossed.eaf,4313,9340414,9342213,[SYN.4313] নিকটবর্তী এলাকাে একটি গুড়গুড় শব্দ আছে।,There is a rumbling sound in the vicinity.,aɖe ʈolaɾɛ aʈap̕ uʈup̕ menaa.,aɖe ʈola-ɾɛ aʈap̕ uʈup̕ mena-a.,aɖe ʈola-ɾɛ | aʈap̕ uʈup̕ | mena-a,vicinity-LOC | rumbling.sound | exist-FIN,
synthetic_dialogues_glossed.eaf,4314,9342213,9345596,"[SYN.4314] তোমরা ফকির দেখবে, কিন্তু সন্ধ্যা দেখবে না।","You all will see the fakeer, but do not see the evening.",apɛ d̪ɔ babad͡ʒi ɲɛla mɛnkʰan əjup̕ bapɛ ɲɛla.,apɛ d̪ɔ babad͡ʒi ɲɛl-a mɛnkʰan əjup̕ ba-pɛ ɲɛl-a.,apɛ | d̪ɔ | babad͡ʒi | ɲɛl-a | mɛnkʰan | əjup̕ | ba-pɛ | ɲɛl-a,2PL | TOP | fakeer | see-FIN | but | evening | NEG-2PL | see-FIN,
synthetic_new_glossed.eaf,4315,9345596,9347603,[SYN.4315] তুমি জাদুবিদ্যা দেখেছ।,You have seen the sorcery.,am d̪ɔ ban ɲɛlakada.,am d̪ɔ ban ɲɛl-akad-a.,am | d̪ɔ | ban | ɲɛl-akad-a,2SG | TOP | sorcery | see-PRF-FIN,Synthetic PRF-FIN clause modeled on akad-a rows.
synthetic_texts_glossed.eaf,4316,9347603,9349171,[SYN.4316] বাসস্থানে একটি বন্ধুত্ব আছে।,There is a friendship in the residence.,basaɾɛ bʰab menaa.,basa-ɾɛ bʰab mena-a.,basa-ɾɛ | bʰab | mena-a,residence-LOC | friendship | exist-FIN,
synthetic_school_dialogue_glossed.eaf,4317,9349171,9351857,[SYN.4317] গতকাল তুমি দুধ পান করে কুয়ায় কাজ করবে।,"Yesterday, you drink the milk and then work in the well.",hɔlaɾɛ am t̪o̯͡a ɲukat̪ɛ kuɲɾɛ kɘmia.,hɔla-ɾɛ am t̪o̯͡a ɲu-kat̪ɛ kuɲ-ɾɛ kɘmi-a.,hɔla-ɾɛ | am | t̪o̯͡a | ɲu-kat̪ɛ | kuɲ-ɾɛ | kɘmi-a,yesterday-LOC | 2SG | milk | drink-CVB | well-LOC | work-FIN,Synthetic sequential CVB clause with -kat̪ɛ.
synthetic_texts_glossed.eaf,4318,9351857,9353670,[SYN.4318] গ্রামে একটি নক্ষত্রমণ্ডল আছে।,There is a constellation in the village.,at̪oɾɛ ãɾgɔm menaa.,at̪o-ɾɛ ãɾgɔm mena-a.,at̪o-ɾɛ | ãɾgɔm | mena-a,village-LOC | constellation | exist-FIN,Synthetic LOC + exist-FIN clause matching mena-a patterns.
synthetic_see_paradigm.eaf,4319,9353670,9356077,[SYN.4319] তুমি বন্ধুত্ব দেখবে না।,You do not see the friendship.,am d̪ɔ bʰab bam ɲɛla.,am d̪ɔ bʰab ba-m ɲɛl-a.,am | d̪ɔ | bʰab | ba-m | ɲɛl-a,2SG | TOP | friendship | NEG-2SG | see-FIN,Synthetic NEG-pronominal marker pattern from the see paradigm.
synthetic_paradigm_glossed.eaf,4320,9356077,9357903,[SYN.4320] তুমি নির্ভরতা দেখেছিলে।,You saw the reliance.,amɛm bʰaɾsa ɲɛlkeda.,am-ɛm bʰaɾsa ɲɛl-ked-a.,am-ɛm | bʰaɾsa | ɲɛl-ked-a,2SG-2SG | reliance | see-PST-FIN,
synthetic_texts_glossed.eaf,4321,9357903,9359717,[SYN.4321] অসম্মানটি ভালো।,The disrespect is good.,bɛmanɔt d̪ɔ mɔ̃ɟa.,bɛmanɔt d̪ɔ mɔ̃ɟ-a.,bɛmanɔt | d̪ɔ | mɔ̃ɟ-a,disrespect | TOP | good-FIN,
synthetic_see_paradigm.eaf,4322,9359717,9362086,[SYN.4322] সে অহংকার দেখবে না।,He/she does not see the pride.,uni d̪ɔ adɔɾ bai̯ ɲɛla.,uni d̪ɔ adɔɾ ba-i̯ ɲɛl-a.,uni | d̪ɔ | adɔɾ | ba-i̯ | ɲɛl-a,3SG.ANIM | TOP | pride | NEG-3SG.ANIM | see-FIN,
synthetic_texts_glossed.eaf,4323,9362086,9363803,[SYN.4323] পাড়াে একটি বেতন আছে।,There is a pay in the neighbourhood.,aɖe paseɾɛ bɛtɔn menaa.,aɖe pase-ɾɛ bɛtɔn mena-a.,aɖe pase-ɾɛ | bɛtɔn | mena-a,neighbourhood-LOC | pay | exist-FIN,
synthetic_paradigm_glossed.eaf,4324,9363803,9365852,[SYN.4324] আমার মাফ (হাতঢাকা) নতুন।,My muff is new.,iɲaʔ bembʰa d̪ɔ nɔwaa.,iɲ-aʔ bembʰa d̪ɔ nɔwa-a.,iɲ-aʔ | bembʰa | d̪ɔ | nɔwa-a,1SG-GEN | muff | TOP | new-FIN,Synthetic GEN + TOP clause using pronoun markers from ground truth.
synthetic_texts_glossed.eaf,4325,9365852,9367523,[SYN.4325] বৃদ্ধিটি ভালো।,The growth is good.,baɽhɔnta d̪ɔ mɔ̃ɟa.,baɽhɔnta d̪ɔ mɔ̃ɟ-a.,baɽhɔnta | d̪ɔ | mɔ̃ɟ-a,growth | TOP | good-FIN,
synthetic_texts_glossed.eaf,4326,9367523,9369129,[SYN.4326] বন্ধুত্বটি নতুন।,The friendship is new.,bʰab d̪ɔ nɔwaa.,bʰab d̪ɔ nɔwa-a.,bʰab | d̪ɔ | nɔwa-a,friendship | TOP | new-FIN,Synthetic TOP + adjectival-FIN clause following layout A/B labels.
synthetic_texts_glossed.eaf,4327,9369129,9370797,[SYN.4327] ঢোলকি বাদকটি ভালো।,The drummer is good.,bəd͡ʒni d̪ɔ mɔ̃ɟa.,bəd͡ʒni d̪ɔ mɔ̃ɟ-a.,bəd͡ʒni | d̪ɔ | mɔ̃ɟ-a,drummer | TOP | good-FIN,
synthetic_bangla_glossed.eaf,4328,9370797,9373406,[SYN.4328] আমরা বালিয়া সারস পাখি ও অতিরিক্ত খাজনা দেখব।,We will see the sand martin and the additional assessment on rent.,alɛ d̪ɔ bʰəluə̯ aɾ bʰed͡ʒa ɲɛla.,alɛ d̪ɔ bʰəluə̯ aɾ bʰed͡ʒa ɲɛl-a.,alɛ | d̪ɔ | bʰəluə̯ | aɾ | bʰed͡ʒa | ɲɛl-a,1PL.EXCL | TOP | sand.martin | and | additional.assessment.on | see-FIN,
synthetic_bangla_glossed.eaf,4329,9373406,9376147,[SYN.4329] তোমরা এক প্রজাতির কুঁচলা মাছ ও উৎপাদক দেখবে।,You all will see the a species of eel and the producer.,apɛ d̪ɔ bəmbi aɾ aɾd͡ʒoniə̯ ɲɛla.,apɛ d̪ɔ bəmbi aɾ aɾd͡ʒoniə̯ ɲɛl-a.,apɛ | d̪ɔ | bəmbi | aɾ | aɾd͡ʒoniə̯ | ɲɛl-a,2PL | TOP | a.species.of | and | producer | see-FIN,
synthetic_bangla_glossed.eaf,4330,9376147,9378982,[SYN.4330] আমরা রান্না ও মধু খাব।,We will eat the cooked food and the honey.,alɛ d̪ɔ basaŋ aɾ ɲɛlɛɾasa ɟɔma.,alɛ d̪ɔ basaŋ aɾ ɲɛlɛɾasa ɟɔm-a.,alɛ | d̪ɔ | basaŋ | aɾ | ɲɛlɛɾasa | ɟɔm-a,1PL.EXCL | TOP | cooked.food | and | honey | eat-FIN,
synthetic_texts_glossed.eaf,4331,9378982,9380741,[SYN.4331] বিস্তীর্ণ ভূমিে একটি ছবি আছে।,There is a photo in the wide expanse of land.,bilənɾɛ pʰɔʈɔ menaa.,bilən-ɾɛ pʰɔʈɔ mena-a.,bilən-ɾɛ | pʰɔʈɔ | mena-a,wide.expanse.of-LOC | photo | exist-FIN,
synthetic_see_paradigm.eaf,4332,9380741,9383251,[SYN.4332] তোমরা আতঙ্ক দেখবে না।,You all do not see the terror.,apɛ d̪ɔ bʰɔɽɔk bapɛ ɲɛla.,apɛ d̪ɔ bʰɔɽɔk ba-pɛ ɲɛl-a.,apɛ | d̪ɔ | bʰɔɽɔk | ba-pɛ | ɲɛl-a,2PL | TOP | terror | NEG-2PL | see-FIN,Synthetic NEG-pronominal marker pattern from the see paradigm.
synthetic_paradigm_glossed.eaf,4333,9383251,9385134,[SYN.4333] তাদের শহর ভালো।,Their town is good.,oŋkoaʔ sɔhɔɽ d̪ɔ mɔ̃ɟa.,oŋko-aʔ sɔhɔɽ d̪ɔ mɔ̃ɟ-a.,oŋko-aʔ | sɔhɔɽ | d̪ɔ | mɔ̃ɟ-a,3PL-GEN | town | TOP | good-FIN,
synthetic_new_glossed.eaf,4334,9385134,9387159,[SYN.4334] তুমি মানুষ সাহায্য করেছ।,You have helped the person.,am d̪ɔ hɔɽ gɔɽɔakada.,am d̪ɔ hɔɽ gɔɽɔ-akad-a.,am | d̪ɔ | hɔɽ | gɔɽɔ-akad-a,2SG | TOP | person | help-PRF-FIN,
synthetic_school_dialogue_glossed.eaf,4335,9387159,9390008,[SYN.4335] আজ তুমি রান্না খেয়ে শহরে কাজ করবে।,"Today, you eat the cooked food and then work in the town.",t̪eheɲɾɛ am basaŋ ɟɔmkat̪ɛ sɔhɔɽɾɛ kɘmia.,t̪eheɲ-ɾɛ am basaŋ ɟɔm-kat̪ɛ sɔhɔɽ-ɾɛ kɘmi-a.,t̪eheɲ-ɾɛ | am | basaŋ | ɟɔm-kat̪ɛ | sɔhɔɽ-ɾɛ | kɘmi-a,today-LOC | 2SG | cooked.food | eat-CVB | town-LOC | work-FIN,
synthetic_school_dialogue_glossed.eaf,4336,9390008,9392771,[SYN.4336] গতকাল সে মাছ কিনে নদীতে যাবে।,"Yesterday, he/she buy the fish and then go to the river.",hɔlaɾɛ uni haku kiɾiɲkat̪ɛ gaɖaɾɛ calaʔa.,hɔla-ɾɛ uni haku kiɾiɲ-kat̪ɛ gaɖa-ɾɛ calaʔ-a.,hɔla-ɾɛ | uni | haku | kiɾiɲ-kat̪ɛ | gaɖa-ɾɛ | calaʔ-a,yesterday-LOC | 3SG.ANIM | fish | buy-CVB | river-LOC | go-FIN,
synthetic_paradigm_glossed.eaf,4337,9392771,9394846,[SYN.4337] তাদের জেলে ভালো।,Their fisherman is good.,oŋkoaʔ ɟɘliɘ d̪ɔ mɔ̃ɟa.,oŋko-aʔ ɟɘliɘ d̪ɔ mɔ̃ɟ-a.,oŋko-aʔ | ɟɘliɘ | d̪ɔ | mɔ̃ɟ-a,3PL-GEN | fisherman | TOP | good-FIN,Synthetic GEN + TOP clause using pronoun markers from ground truth.
synthetic_texts_glossed.eaf,4338,9394846,9396624,[SYN.4338] কুয়ায় একটি ব্যাগ আছে।,There is a bag in the well.,kuɲɾɛ bɛg menaa.,kuɲ-ɾɛ bɛg mena-a.,kuɲ-ɾɛ | bɛg | mena-a,well-LOC | bag | exist-FIN,
synthetic_paradigm_glossed.eaf,4339,9396624,9398775,[SYN.4339] তার টাকা গুরুত্বপূর্ণ।,His/her money is important.,uniaʔ ʈaka d̪ɔ ɟɘɾuɽa.,uni-aʔ ʈaka d̪ɔ ɟɘɾuɽ-a.,uni-aʔ | ʈaka | d̪ɔ | ɟɘɾuɽ-a,3SG-GEN | money | TOP | important-FIN,
synthetic_texts_glossed.eaf,4340,9398775,9400375,[SYN.4340] পাড়াে একটি গুজব রটনাকারী আছে।,There is a bearer of tales in the neighbourhood.,aɖe paseɾɛ bad͡ʒʰəni menaa.,aɖe pase-ɾɛ bad͡ʒʰəni mena-a.,aɖe pase-ɾɛ | bad͡ʒʰəni | mena-a,neighbourhood-LOC | bearer.of.tales | exist-FIN,
synthetic_texts_glossed.eaf,4341,9400375,9402051,[SYN.4341] গুহাে একটি কর্তৃত্ব আছে।,There is an authority in the cave.,bʰugək̕ɾɛ adɔl menaa.,bʰugək̕-ɾɛ adɔl mena-a.,bʰugək̕-ɾɛ | adɔl | mena-a,cave-LOC | authority | exist-FIN,
