bangla,english,santali
ভাই: এরপর সেগুলো বড় হলে বিক্রি করে অনেক টাকা পাওয়া যাবে।,"Brother: After that, when they are big enough, we can get a lot of money by selling them.",inɘt̪a.jɔm onkoko lɘʈulɛnkʰan ɘkʰɾiɲkat̪ɛt̪̚ʔ a͡i̯ma kɘ͡u̯ɖi ɲamɔ.a.
ভাই: সেই টাকা দিয়ে গরু কিনবো।,Brother: I will buy a cow with that money.,ɔna kɘ͡u̯ɖit̪ɛ ɖaŋɾaɲ kiɾi.ɲi.ja.
বোন: গরু তোর এত পছন্দ?,Sister: Do you like cows that much?,ɖaŋɾa unɘʔɛm kusi.jakokana?
বোন: আমার কিছু জমানো টাকা আছে।,Sister: I have some money saved.,iɲaʔ t̪ʰɔɽa ɟɔma kɘ͡u̯ɖi mɛna.a.
বোন: সেখান থেকে আমি কিছু টাকা তোকে দিতে পারবো।,Sister: I can give you some money from that saving.,ɔŋɖɛkʰɔn iɲ t̪ʰɔɽa kɘ͡u̯ɖi amiɲ ɛm d̪aɽeɔ̯͡ama.
"বোন: ঠিক আছে, আমরা দুজন মিলে গরুটাকে পালবো।","Sister: Alright, we will take care of that cow together.","ʈhikge.ja, alaŋ banahɔɽt̪ɛ ɖaŋɾalaŋ ɘsule.ja."
বোন: আমিও গোরু কেনার টাকা দেবো।,Sister: I will also give money to buy the cow.,iɲhɔ̃ ɖaŋɾa kiɾiɲ ɾe.jaʔ kɘ͡u̯ɖiɲ ɛmɔ.a.
মানুষ পরিবারে বেড়ে ওঠে।,People grow up in families.,mano̯͡a d̪ɔ gʰaɾɔ̃ɟɾɛko hahɾa.a.
পরিবার মানুষের প্রথম বিদ্যালয়।,Family is people's first school.,gʰaɾɔ̃ɟ d̪ɔ mano̯͡ako̯͡aʔ pɘhiːl ĭskulkana.
"কারণ, মানুষ প্রথম পরিবার থেকে শিক্ষা গ্রহণ করে।","Because, people get their education from family first.",cɛd̪aʔɟɛ manɔ̯͡a d̪ɔ pɘhil sikʰnɘt̪̚ʔ gʰaɾɔ̃ɟkʰɔngeko ɲaːma.
পরিবার ছোট-বড় বিভিন্ন ধরনের হতে পারে।,"Families can be of various types, extended and small.",gʰaɾɔ̃ɟ d̪ɔ kɘʈiʲc̚ʔ lɘʈu hɔ͡i̯ d̪aɽe.jaʔa.
বাবা-মা ও সন্তানকে নিয়ে ছোট পরিবার গড়ে ওঠে।,A small family is formed with parents and children.,baba gɔgɔ aɾ gid̪ɾɘku sã͡o̯t̪ɛ mit̪̚ʔʈɛʲc̚ʔ kɘʈiʈc̚ʔ gʰaɾɔ̃ɟ hojoʔa.
"বড় পরিবারে মা-বাবা, ভাই-বোন, চাচা-চাচি ও দাদা-দাদি একসাথে থাকে।","In extended families, parents, siblings, uncles and grandparents live together.","lɘʈu gʰaɾɔ̃ɟɾɛ d̪ɔ gɔgɔ baba, bɔ͡i̯ha misɾa, hɔpɔnba hɔpɔngɔ aɾ buɖɘ buɖigɔ mit̪̚ʔsã͡ot̪ɛko t̪ahɛ̃na."
বড় পরিবার ভেঙে এখন ছোট হয়ে যাচ্ছে।,Extended families are now breaking apart into smaller families.,net̪aɾ d̪ɔ lɘʈu gʰaɾɔ̃ɟ ɾɘput̪̚ʔ kat̪ɛ kɘʈiʲc̚ʔ kɘʈiʲc̚ʔ gʰaɾɔ̃ɟ hojoʔkana.
পরিবারের কাছ থেকে মানুষ আচারব্যবহার ও রীতিনীতি শেখে।,People learn manners and customs from the family.,gʰaɾɔ̃ɟ kʰɔn manɔ̯͡a d̪ɔ cal cɔlɔn aɾ ɘɾi cɘliko cid̪a.
পরিবারের মানুষ সুখে-দুঃখে একে অন্যের পাশে থাকে।,Family members stay by each other's side in happiness and sadness.,
gʰaɾɔ̃ɟɾɛ manɔ̯͡a d̪ɔ suk̚ aɾ duk̚ɾɛ mit̪̚ʔsã͡o̯t̪ɛko t̪ahɛ̃na.],#10,
প্রত্যেক পরিবারের আলাদা পদবি বা বংশ থাকে।,Each family has a different surname or lineage.,sanam gʰaɾɔ̃ɟ ɾe.jaʔge ɟud̪ɘ ɟud̪ɘ pɘɾis aɾ bõs t̪ahɛ̃nt̪ako̯͡a.
"পরিবার অতীতে ছিল, ভবিষ্যতেও থাকবে।","Family was in the past, will be in the future.","gʰaɾɔ̃ɟ d̪ɔ sed̪a͡i̯hɔ̃ t̪ahɛ̃kana, aɾ nahaʔ ɟugɾɛhɔ̃ t̪ahɛ̃na."
পরিবার ছাড়া মানুষ সঠিকভাবে বেড়ে ওঠে না।,People do not grow properly without family.,gʰaɾɔ̃ɟ baŋkʰan manɔ̯͡a d̪ɔ lɛklɛkat̪ɛ bako haɾa buɾu.a.
মানুষ পরিবার থেকে দরকারি সহায়তা পায়।,People get useful support from their families.,mano̯͡a d̪ɔ gʰaɾɔ̃ɟkʰɔn ɟɘɾuɽaʔ gɔɽɔku ɲama.
পরিবারের প্রতি প্রত্যেকের দায়িত্ব আছে।,Everyone has a responsibility to their family.,gʰaɾɔ̃ɟ boge d̪ɔhɔ͡i̯lɘgit̪̚ʔ ɟot̪ɔhɔɽaʔgi d̪a.jik̚ mena.a.
কার শক্তি বেশি’ এটা নিয়ে একদিন বাতাস আর সূর্যের মধ্যে তর্ক শুরু হলো।,An argument began between the wind and the Sun over whose power was mightier.,ɔkɔ.jaʔ ɖʰeɾ d̪aɽe no̯͡a ni̯͡ɘ mit̪̚ʔ d̪in hɔ͡i̯ aɾ siɲ cand̪o t̪alaɾɛ kapʰaɾi̯͡͡ɘ ɛhɔp̚ʔena.
সূর্য বললো সে বাতাসের চেয়ে শক্তিশালী।,The Sun said he is stronger than the wind.,siɲ cand̪o͡i̯ mɛnked̪a a.jaʔ d̪aɽe d̪ɔ hɔ͡i̯kʰɔn hɔ̃ ɟɘst̪igeta.ja.
বাতাস বললো সে সূর্যের চেয়ে বেশি শক্তিশালী।,The wind said he was stronger than the sun.,aɾ hɔ.jɛ mɛnɛd̪a a.jaʔ d̪aɽe d̪ɔ siɲ cand̪o kʰɔn hɔ̃ ɟɘst̪igeta.ja.
সেই সময় তারা দেখলো একজন লোক রাস্তা দিয়ে হেঁটে যাচ্ছে।,At that time they saw a man walking along the road.,un ɔkt̪ɛkin ɲɛlked̪a ɖahaɾt̪ɛ mit̪̚ʔ hɔɽɛ t̪aɽam id̪i͡i̯d̪a.
শুরুতে বাতাস অনেক জোরে বইতে থাকলো এবং বাতাসে লোকটির কাপড় উড়ে যাওয়ার অবস্থা হলো।,"In the beginning, the wind was blowing very strongly and the man's clothes were almost flying in the wind.",aɾ hɔ͡i̯ d̪ɔ ɘɖi ɾaŋga͡o̯t̪ɛ ɔʈaŋɔʔ ɛhɔp̚ʔena aɾ uni hɔɽaʔ kic̚ɾiʲc̚ʔ d̪ɔ ɔʈaŋ calaʔ lɛka͡i̯na.
এই অবস্থা দেখে লোকটিও তার কাপড় অনেক জোরে আঁকড়ে ধরলো।,"Seeing this situation, the man gripped on his clothes very hard.",nɔŋka ɲɛlt̪ɛ uni hɔɽ d̪ɔ a.jaʔ kicɾiʲc̚ʔ kaɟakt̪ɛ͡i̯ sap̚ʔ uɾiʲc̚ʔked̪a.
"বাতাসের কারণে তার গায়ে শীতও লাগছিল, তাই সে গায়ে আরেকটা চাদর জড়িয়ে নিলো।","He felt cold because of the wind, so he wrapped another shawl around himself.","hɔ͡i̯ kakʰanaʔt̪ɛ ɾe.jaɽ hɔ̃ ɾe.jaɽĭd̪ikan t̪ahɛ̃kana, ɔna i.jɘt̪ɛ aɾ mit̪̚ʔʈɛt̪̚ʔ picʰɘ̯͡oɽit̪ɛ͡i̯ uju ɟuːt̪ena."
বাতাস লোকটার কাপড় খুলতে ব্যর্থ হলো/ কাপড় খুলতে পারলো না।,The wind failed to undress the man.,aɾ hɔ͡i̯ d̪ɔ uni hɔɽaʔ hɔɽmɔ kʰɔn kicɾiʲc̚ʔ ba͡i̯ ɔcɔʔ d̪aɽeo̯͡aʔt̪a.ja.
এরপর সূর্য তার শক্তি দেখাতে শুরু করলো।,Then the Sun began to show his power.,ɔna t̪a.jɔm siɲ cand̪o d̪ɔ a.jaʔ d̪aɽe ud̪uʔɛ ɛhɔp̚ʔena.
সূর্য তার রোদের তাপ বাড়িয়ে দিলো।,The Sun increased its heat.,siɲ cand̪o d̪ɔ a.jaʔ ɛlaŋɛ ɟɘst̪i id̪iked̪a.
রোদ বাড়তে থাকলে লোকটা গরমে অস্থির হয়ে গেল।,"As the sun rose little by little, the man became restless in the heat.",sit̪uŋ ɟɘst̪i id̪i.jɛnkʰan uni hɔɽ d̪ɔ lɔlɔt̪ɛ ba͡i̯ t̪ahɛ̃ d̪aɽe.jad̪a.
গরমে লোকটা তার গা থেকে জামা আর চাদর খুলে ফেললো।,"In that heat, the man took off his clothes and shawl.",lɔlɔt̪ɛ uni hɔɽ d̪ɔ a.jaʔ hɔɽmɔ kʰɔn aŋɾɔp̚ʔ aɾ picʰɘ͡o̯ɽi d̪ɔ͡i̯ ɾaɽa giɖikad̪a.
সূর্য আর বাতাসের মধ্যে সূর্যই জয়ী হলো।,"Between the Sun and the wind, the Sun won.",siɲ cand̪o aɾ hɔ͡i̯ talaɾɛ siɲ cand̪ogi͡i̯ ɟit̪ɘ͡o̯ena.
"আগন্তুক: (নমস্কার দাদা), আমার নাম রুমি।","Visitant: [Greetings Brother], my name is Rumi.","ɟohaɾ d̪ad̪a, iɲaʔ ɲut̪umd̪ɔ ɾoːni."
আগন্তুক: আপনি কি এই গ্রামের?,Visitant: Are you from this village?,amd̪ɔ cɛt̪̚ʔ ni̯͡ɘ at̪oɾɛnkanam?
"স্থানীয়: নমস্কার। হ্যাঁ, আমি এখানকার।","Local: Greetings. Yes, I'm from here.","ɟohaɾ, hɛ̃, iɲd̪ɔ nɔnɖɛniʔkang.jɘɲ."
স্থানীয়: আপনি কি কিছু জানতে চান?,Local: Do you want to know something?,amd̪ɔ cɛt̪̚ʔ ɟahanaʔ baɖa.jɛm kʰɔɟɔʔkana.
আগন্তুক: আমার বাড়ি এখান থেকে অনেক দূরে।,Visitant: My house is very far from here.,iɲaʔ ɔɽaʔ nɔnɖɛkʰɔn ɘɖiː sɘŋgiɲɾɛ.
আগন্তুক: শুনেছি আপনাদের গ্রামে একটা বড় বটগাছ আছে।,Visitant: I heard that there is a big banyan tree in your village.,aɲɟɔmakad̪ɘɲ apɛ at̪oɾɛ miʔʈɛn lɘːʈu baɽed̪aɾe mɛna.a.
আগন্তুক: আমি সেই গাছটা দেখতে এসেছি।,Visitant: I have come to see that tree.,iɲd̪ɔ ona d̪aɾe ɲɛɲɛliɲ hɛʲc̚ʔakana.
স্থানীয়: আপনি কি সেখানে যেতে চান?,Local: Do you want to go there?,amd̪ɔ cɛʈ̪̚ʔ ɔnɖɛ calaʔɛm mɛnɛd̪a?
স্থানীয়: আমি আপনাকে যাওয়ার রাস্তা বলে দিচ্ছি।,Local: I am telling you the way to go.,iɲd̪ɔ am calaʔ ɾe.jaʔ ɖahaɾiɲ lɘ.jamkana.
আগন্তুক: আমি অবশ্যই সেখানে যাবো।,Visitant: I will definitely go there.,iɲd̪ɔ ɟɘɾuɽge ɔnɖɛɲ cala.a.
আগন্তুক: আমি বটগাছটা নিয়ে পত্রিকায় লিখবো।,Visitant: I will write about the banyan tree in the newspaper.,iɲd̪ɔ baɽed̪aɾe ni.jɘt̪ɛ kagɔɟɾɛɲ ɔːla.
আগন্তুক: আপনার কাছ থেকে গাছটার ব্যাপারে জানতে চাই।,Visitant: I want to know from you about the tree.,amʈʰɛnkʰɔn d̪aɾe babɔt̪̚ʔt̪ɛ bada.jiɲ kʰɔɟɔʔkana.
স্থানীয়: বুঝতে পেরেছি।,Local: Got it.,buɟʰhɘ͡o̯kid̪ɘɲ.
স্থানীয়: আমার জানামতে: ওই বটগাছের বয়স ১০০ বছরের বেশি।,"Local: As far as I know, that banyan tree is more than 100 years old.",iɲaʔ baɖa͡i̯ɾɛ ɔna baɽed̪aɾe ɾe.jaʔ umɘɾ mit̪̚ʔsã͡i̯ seɾma kʰɔnhɔ̃ ɖʰeɾ.
আগন্তুক: ওই বটগাছ নিয়ে কি কোনো গল্প আছে?,Visitant: Is there any story about that banyan tree?,ɔna baɽed̪aɾe ni.jɘt̪ɛ cɛt̪̚ʔ ɟahan kisɘ mɛna.a?
স্থানীয়: হ্যাঁ আছে।,Local: Yes there is.,"hɛ̃ː, mɛna..a."
"স্থানীয়: কেউ সেই গাছ কাটতে চাইলে তার বিপদ হয়, রাতে খারাপ স্বপ্ন দেখে।","Local: If someone tries to cut that tree, danger comes to his life, and he has bad dreams at night.","ɟãhã͡i̯ ɔna d̪aɾe maʔɛ mɛn lɛkʰan un.jaʔ muhim hojo.a, ɲind̪ɘ bɘɽiʲc̚ʔ kukmu͡i̯ ɲɛːla."
স্থানীয়: রাতে কেউ ওই গাছের কাছ দিয়ে যায় না।,Local: No one goes near that tree at night.,ɲind̪ɘ ɔkɔ͡i̯hɔ̃ ɔna d̪aɾe sɛʲc̚ʔt̪ɛ bako cala.a.
আগন্তুক: রাতে কেন লোকজন ওই গাছের কাছ দিয়ে যায় না?,Visitant: Why do people not go near that tree at night?,ɲind̪ɘ ced̪aʔ hɔɽko ɔna d̪aɾe sɛʲc̚ʔt̪ɛ bako cala.a?
স্থানীয়: রাতে সেখান দিয়ে যাবার সময় অনেকে ভয় পেয়েছে।,Local: Many got scared while passing there at night.,ɲind̪ɘ ɔŋkat̪ɛ cala͡o̯ ɔk̚t̪ɛ a͡i̯ma hɔɽko bɔt̪ɔɾakna.
স্থানীয়: লোকজন বলে — ওই গাছে ভূত আছে।,Local: People say that there resides a ghost in that tree.,hɔɽko mɛːna ɔna d̪aɾeɾɛ bʰut̪ mena.ja.
আগন্তুক: আর কিছু?,Visitant: Anything else?,aɾ ɟahanaʔ?
"স্থানীয়: ওই বটগাছের পাশে মন্দির আছে, সেখানে নিয়মিত পূজা হয়।","Local: There is a temple next to that banyan tree, worshipping ceremonies happen there regularly.","ɔna baɽed̪aɾe aɽɛɾɛ mund̪il mena.a, ɔnɖɛ ɟa͡o̯ge puɟɘ hojo.a."
স্থানীয়: এ ছাড়া প্রতিবছর বৈশাখ মাসে ওখানে মেলা হয়।,"Local: Besides, a fair is held there every year in the first month of summer.",n͡o̯a bɛgɔɾ ɟa͡o̯ sɛɾma bɘ͡i̯sɘb̚ cand̪oɾɛ ɔnɖɛ mɛla hojo.a.
স্থানীয়: তখন বিভিন্ন অঞ্চল থেকে সেখানে লোকজন আসে।,"Local: At those times, people from different regions come there.",unɾɛ a͡i̯ma nakʰakʰɔn ɔnɖɛ hɔɽko hiɟu.a.
আগন্তুক: আপনার কাছ থেকে অনেক কিছু জানতে পারলাম।,Visitant: I got to know a lot of things from you.,amʈʰɛnkʰɔn a͡i̯maɲ baɖa͡i̯ɲam ked̪a.
আগন্তুক: আপনাকে ধন্যবাদ।,Visitant: Thank you.,amd̪ɔː ɘɖi saɾha͡o̯.
স্থানীয়: আপনাকেও ধন্যবাদ।,Visitant: Thank you as well.,amhɔ̃ː a͡i̯ma saɾha͡o̯.
"রনি: মণি, গতকাল আমার বাবা যে ছাগলটা কিনেছিলেন সেটাকে খুঁজে পাচ্ছি না।","Ronnie: Moni, I can't find the goat that my father bought yesterday.","muniː, hɔla iɲbaba ɔkɔ͡i̯ʈaʔ mɛɾɔmɛ kiɾiɲlid̪i unid̪ɔ sɛnd̪ɾat̪ɛ bɘɲ ɲamɛkana."
রনি: তুমি কি ওইটাকে দেখেছ?,Ronnie: Did you see that?,amd̪ɔ unim ɲɛlkɘd̪i.ja?
মণি: বলো কী!,Moni: Say what!,cɛt̪̚ʔɛm mɛnd̪a!
মণি: ছাগলটা দেখতে কেমন?,Moni: How does that goat look?,mɛɾɔmd̪ɔ cɛt̪̚ʔlĕka͡i̯ ɲɛlɔ.a.
"রনি: ছাগলের রং কালো, কিন্তু কালোর উপরে সাদা সাদা ছাপ আছে।","Ronnie: The colour of the goat is black, but with white markings on top of the black.","mɛɾɔmaʔ ɾɔŋ hɛnd̪ɛ, mɛnkʰan hɛnd̪ɛ cet̪anɾɛ ponɖ ponɖ cʰap mena.a."
রনি: গলায় একটা ঘণ্টা বাঁধা আছে।,Ronnie: A bell is tied around the neck.,hɔʈɔʔɾɛ miʔʈɛn gʰɘnʈi t̪ɔl mɛna.a.
"মণি: হ্যাঁ, আমি অনেকক্ষণ আগে এরকম একটা ছাগল দেখেছিলাম।","Moni: Yes, I saw such a goat awhile ago.","hɛ̃ː, iɲ ɛnanɾɛ nɔŋkan miʔʈɛn mɛɾɔmiɲ ŋɛɭledi͡a."
মণি: কিন্তু এখন দেখতে পাচ্ছি না।,Moni: But can't see it now.,mɛnkʰan nit̪ɔʔ bɘɲ ɲɛlɲamd̪ikana.
রনি: আমি সামনের দিকে যাচ্ছি।,Ronnie: I'm going forward.,iɲ lahasɛc̚ʔiɲ calaʔkana.
"রনি: ছাগলটি যদি আবারও দেখো, তাহলে আমাকে জানাবে।","Ronnie: If you see the goat again, let me know.",mɛɾɔmd̪ɔ ɟud̪i aɾhɔm ɲɛllɛkʰan t̪aʰlɛ iɲ baɖa͡i̯.ocoɟiɲmɛ.
মণি: অবশ্যই জানাবো।,Moni: Of course I will let you know.,ɟɘɾuɽgeɲ baɖa͡i̯.ŏcome.ja.
মণি: কিন্তু খুঁজে না পেলে তুমি মাইকে ঘোষণা করে দিয়ো।,"Moni: But if you don't find it, you announce it through the mic.",mɛnkʰan bam send̪ɾa ɲamlɛkʰan amd̪ɔ ma.jik̚t̪ɛ gʰosona kat̪̚ʔmɛ.
মণি: কেউ পেয়ে থাকলে দিয়ে/ রেখে যাবে।,"Moni: If someone finds it, he will give/ leave it.",ɟãhã͡i̯ko ɲamlɛkʰan d̪ɔhɔ ot̪oka.jako.
"রনি: হ্যাঁ, ছোটবেলায় তোমাদের হারানো গরু এইভাবে পাওয়া গিয়েছিল।","Ronnie: Yes, this is how your lost cow was found when we were kids..","hɛ̃ː, kɘʈic̚ʔ bid̪ɘlɾɛ apɛɾɛn at̪̚ʔ ɖaŋɾa nɔŋkat̪ɛ͡i̯ ɲamlɛna."
"মণি: হ্যাঁ, আমার মনে আছে।","Moni: Yes, I remember.","hɛ̃ː, iɲaʔ d̪isɘ mena.a."
মণি: আমরা তখন অনেক ছোট ছিলাম।,Moni: We were very young then.,unɾɛ alaŋ d̪ɔ ɘɖi kɘʈiʲc̚ʔlaŋ t̪ahɛkana.
"মণি: একসাথে স্কুলে যেতাম, মাছ ধরতাম।","Moni: We used to go to school together, we used to fish.","mit̪sã͡o̯t̪ɛ iskul.lɛ calaʔkan t̪ahɛna, hakolɛ saːbɛʔkot̪ahɛna."
রনি: সেই সময়টা অনেক সুন্দর ছিল।,Ronnie: It was a beautiful time.,ɔna ɔk̚t̪ɛd̪ɔ ɘɖi napa͡i̯ t̪ɛhɛkana.
"রনি: যাইহোক, আমি এখন ছাগল খুঁজতে যাই।","Ronnie: Anyway, I am going to look for the goat now.","ɟaːhok, iɲd̪ɔ nit̪̚ʔ mɛɾɔm sɛnd̪ɾaɲ cala͡o̯lɛnge."
মণি: আচ্ছা যাও।,Moni: Well go.,ac̚cʰa calaʔmɛ.
মণি: আমি খুঁজে পেলে তোমাকে জানাবো।,Moni: I will let you know when/ if I find it.,iɲiɲ sɛnd̪ɾa ɲamlɛkʰan baɖa͡i̯ŏcomi.jɘɲ.
রনি: ঠিক আছে।,Ronnie: Okay alright.,ʈʰik̚gi.ja.
মাটিতে একফোঁটা মধু পড়ে ছিল।,A drop of honey was on the ground.,ɔt̪̚ʔɾɛ mit̪̚ʔ ʈʰɔp ɲɛlɛɾasa ɲuːɾakan t̪ahɛ̃kana.
